timestamp,machine_id,category,issue_description,severity,location
2025-01-16 20:48:51.747746,M413,Logistics & Storage,Tire storage humidity too high,Low,West Elizabeth
2025-02-14 01:26:20.977839,M500,Logistics & Storage,Inventory mismatch in parts database,Low,Brandonfurt
2025-02-25 17:08:09.409495,M110,Logistics & Storage,Forklift fuel leakage,High,Fisherfurt
2025-03-01 03:16:19.002847,M692,Sensor & Electrical,Faulty RFID scanner at inventory check,Medium,Lake Melissa
2025-02-03 01:00:07.897971,M137,Machinery & Equipment,Hydraulic press pressure loss,Medium,North Tracyburgh
2025-01-19 14:28:06.540180,M470,Machinery & Equipment,CNC machine overheating,High,Benjaminmouth
2025-03-01 21:11:51.159388,M237,Logistics & Storage,Tire storage humidity too high,High,South Ryan
2025-01-24 10:46:03.548638,M754,Logistics & Storage,Forklift fuel leakage,Medium,Bishopbury
2025-01-03 07:45:49.728508,M579,Assembly Line,Robotic arm calibration failure,High,Tanyamouth
2025-03-04 07:07:19.339797,M389,Parts & Supply,Delayed shipment of brake pads,Low,Elliottmouth
2025-02-21 12:20:47.896271,M825,Parts & Supply,Delayed shipment of brake pads,Low,New Lucasland
2025-02-11 12:33:14.942497,M894,Logistics & Storage,Barcode scanner failure in warehouse,High,West Baileystad
2025-01-16 18:13:16.575716,M777,Assembly Line,Conveyor belt misalignment,Medium,East Deborah
2025-02-24 10:10:03.223274,M769,Assembly Line,Conveyor belt misalignment,Medium,Adamstown
2025-02-03 23:46:28.686913,M313,Machinery & Equipment,Hydraulic press pressure loss,Medium,Brownmouth
2025-01-04 05:32:16.191653,M870,Sensor & Electrical,Electrical surge causing sensor malfunctions,Medium,New David
2025-01-24 10:11:34.702760,M323,Logistics & Storage,Tire storage humidity too high,Medium,Debbieton
2025-02-14 00:43:43.792502,M664,Logistics & Storage,Forklift fuel leakage,Medium,New Christopher
2025-01-04 07:38:57.538271,M229,Machinery & Equipment,Hydraulic press pressure loss,Low,Chenland
2025-01-08 01:50:06.485367,M285,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,South Rebeccachester
2025-01-13 19:26:00.615506,M550,Parts & Supply,Engine block casting defects,Low,East Leslieshire
2025-01-07 18:46:02.993817,M597,Logistics & Storage,Inventory mismatch in parts database,Low,Hoffmanland
2025-03-04 04:32:54.426023,M870,Parts & Supply,Defective windshield batch,Medium,Robertberg
2025-01-13 04:53:09.887603,M166,Machinery & Equipment,Lathe machine spindle failure,High,East Joseph
2025-01-23 15:29:37.567088,M703,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,South Joel
2025-02-17 06:45:08.928977,M911,Assembly Line,Paint sprayer clogging,Medium,Port Ryanview
2025-01-21 00:55:20.731179,M829,Logistics & Storage,Tire storage humidity too high,Medium,Christinaberg
2025-02-10 16:02:02.069798,M270,Machinery & Equipment,Hydraulic press pressure loss,High,Bryantburgh
2025-02-16 11:40:03.896762,M367,Machinery & Equipment,Injection molding machine nozzle clog,Low,Port Jamesberg
2025-01-22 14:25:37.730797,M563,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,South Danielle
2025-02-04 23:59:38.787191,M836,Machinery & Equipment,Injection molding machine nozzle clog,High,West Jeffrey
2025-02-28 23:30:40.402508,M580,Machinery & Equipment,Injection molding machine nozzle clog,High,Delgadoburgh
2025-02-09 20:54:18.636507,M118,Logistics & Storage,Inventory mismatch in parts database,Low,Patrickhaven
2025-03-05 12:12:21.199126,M558,Parts & Supply,Incorrect tire specifications received,Low,Boothstad
2025-01-08 16:48:47.039595,M942,Assembly Line,Robotic arm calibration failure,High,Lake Cameron
2025-01-29 17:19:27.836386,M442,Machinery & Equipment,Injection molding machine nozzle clog,High,Alvarezfort
2025-02-13 02:35:34.557361,M594,Assembly Line,Robotic arm calibration failure,High,South Robertberg
2025-02-02 17:55:57.415736,M736,Sensor & Electrical,Battery pack overheating in EV assembly,High,Robertland
2025-03-02 05:51:08.137381,M523,Parts & Supply,Engine block casting defects,Medium,West Brent
2025-01-07 01:41:52.279383,M743,Machinery & Equipment,Injection molding machine nozzle clog,Low,Hawkinschester
2025-02-13 09:29:00.973815,M284,Parts & Supply,Delayed shipment of brake pads,Low,North Daniel
2025-01-07 02:39:36.920059,M937,Machinery & Equipment,Hydraulic press pressure loss,High,South Nicole
2025-02-15 05:16:53.499153,M511,Logistics & Storage,Barcode scanner failure in warehouse,High,East Johnberg
2025-01-20 20:43:22.334017,M169,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,Hollychester
2025-02-12 20:18:39.302200,M969,Parts & Supply,Defective windshield batch,Medium,North Susan
2025-02-07 18:46:04.032369,M562,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Garciaport
2025-01-27 03:15:14.037810,M702,Assembly Line,Spot welding machine misfire,Medium,Brownmouth
2025-01-31 13:47:16.207691,M681,Parts & Supply,Delayed shipment of brake pads,Low,Lake Kimberlyside
2025-01-24 09:29:16.571543,M510,Assembly Line,Spot welding machine misfire,High,Brownberg
2025-02-05 01:07:43.315828,M404,Machinery & Equipment,CNC machine overheating,High,Kellystad
2025-01-24 18:19:58.376990,M379,Assembly Line,Paint sprayer clogging,Medium,New Andrew
2025-01-26 20:55:25.218593,M699,Assembly Line,Conveyor belt misalignment,Medium,South Amanda
2025-01-30 15:33:25.869938,M561,Logistics & Storage,Inventory mismatch in parts database,Low,Gregoryview
2025-01-27 09:25:11.885360,M916,Logistics & Storage,Tire storage humidity too high,Low,Lovefurt
2025-01-26 17:58:08.765012,M143,Sensor & Electrical,Battery pack overheating in EV assembly,High,Lake Philliphaven
2025-02-11 16:05:50.331336,M693,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,New Rogerfort
2025-01-05 17:01:14.052192,M913,Sensor & Electrical,Battery pack overheating in EV assembly,High,Suttonshire
2025-02-18 19:30:16.879005,M148,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,West Alexandraton
2025-03-04 00:06:11.711678,M356,Assembly Line,Paint sprayer clogging,Medium,Donaldborough
2025-02-10 14:42:23.712013,M667,Logistics & Storage,Barcode scanner failure in warehouse,High,New Bridget
2025-02-23 23:13:05.724162,M959,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Alvaradoview
2025-02-10 01:17:24.242608,M417,Logistics & Storage,Tire storage humidity too high,Medium,Villegasside
2025-02-15 03:04:19.363152,M299,Machinery & Equipment,Hydraulic press pressure loss,Low,New Michaelton
2025-01-10 06:34:02.802631,M937,Parts & Supply,Incorrect tire specifications received,Low,West Kevin
2025-01-20 15:48:58.369132,M712,Parts & Supply,Defective windshield batch,Medium,Elizabethport
2025-02-03 04:08:36.717926,M248,Assembly Line,Conveyor belt misalignment,Medium,South Harold
2025-01-11 11:57:35.699873,M891,Parts & Supply,Defective windshield batch,Medium,Gonzalezland
2025-01-10 05:36:57.591540,M552,Parts & Supply,Incorrect tire specifications received,Low,North Garyborough
2025-02-13 07:39:32.359513,M211,Parts & Supply,Engine block casting defects,High,South Josephside
2025-03-01 10:39:20.461354,M276,Machinery & Equipment,Hydraulic press pressure loss,Low,New Mason
2025-01-27 19:58:46.588619,M542,Logistics & Storage,Inventory mismatch in parts database,Low,Lake Patricia
2025-02-19 14:28:56.199412,M597,Logistics & Storage,Forklift fuel leakage,High,Lewisside
2025-02-07 20:45:49.492474,M727,Logistics & Storage,Tire storage humidity too high,High,East Kim
2025-01-29 10:52:45.118427,M720,Parts & Supply,Defective windshield batch,Medium,South Daniel
2025-02-07 16:25:32.049646,M814,Assembly Line,Robotic arm calibration failure,High,Tyroneland
2025-02-07 08:38:07.414212,M104,Parts & Supply,Delayed shipment of brake pads,Low,Davidmouth
2025-02-13 17:43:00.469262,M701,Parts & Supply,Defective windshield batch,Medium,Tylermouth
2025-03-04 06:42:54.839398,M816,Machinery & Equipment,Injection molding machine nozzle clog,High,West Christopher
2025-02-09 03:47:35.465957,M223,Logistics & Storage,Barcode scanner failure in warehouse,High,Port John
2025-01-12 08:37:16.759036,M643,Logistics & Storage,Barcode scanner failure in warehouse,High,Kristahaven
2025-01-22 07:04:13.832308,M386,Parts & Supply,Delayed shipment of brake pads,Low,Hollowayberg
2025-01-22 02:12:48.086644,M909,Parts & Supply,Engine block casting defects,Low,Kellystad
2025-02-24 03:41:23.816248,M278,Parts & Supply,Defective windshield batch,Medium,Markstad
2025-02-24 07:26:10.481955,M772,Parts & Supply,Delayed shipment of brake pads,Low,New Mariabury
2025-02-07 19:13:49.824267,M166,Parts & Supply,Engine block casting defects,High,Jessicastad
2025-02-06 23:43:35.903850,M452,Assembly Line,Conveyor belt misalignment,Medium,Ginaburgh
2025-01-06 17:21:56.294321,M671,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,Reynoldston
2025-03-03 18:37:15.331310,M573,Sensor & Electrical,Battery pack overheating in EV assembly,High,North Kayla
2025-02-10 08:33:28.648917,M697,Parts & Supply,Delayed shipment of brake pads,Low,Faulknertown
2025-01-02 21:04:53.714382,M761,Machinery & Equipment,Injection molding machine nozzle clog,High,West Timothyshire
2025-02-12 05:33:29.155203,M158,Parts & Supply,Delayed shipment of brake pads,Low,New Jessica
2025-02-09 23:58:36.977331,M832,Assembly Line,Paint sprayer clogging,Medium,Sarahton
2025-02-21 00:57:59.970219,M846,Machinery & Equipment,Hydraulic press pressure loss,High,Brownville
2025-03-02 05:55:37.995921,M332,Assembly Line,Robotic arm calibration failure,High,Davischester
2025-01-06 10:17:10.066627,M980,Logistics & Storage,Tire storage humidity too high,Medium,New Rebeccaland
2025-01-27 06:58:15.385924,M641,Logistics & Storage,Forklift fuel leakage,High,Richardston
2025-02-04 09:08:56.593194,M273,Machinery & Equipment,Hydraulic press pressure loss,High,Franciscoview
2025-02-09 04:16:46.775560,M588,Machinery & Equipment,CNC machine overheating,High,Mckinneychester
2025-01-23 21:01:27.808071,M616,Assembly Line,Spot welding machine misfire,High,Johnberg
2025-02-08 18:40:23.132593,M188,Machinery & Equipment,Lathe machine spindle failure,High,Audreyton
2025-03-02 21:51:35.365701,M920,Assembly Line,Robotic arm calibration failure,High,Lake Jennifermouth
2025-02-15 05:53:28.220914,M947,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,East Christina
2025-02-16 23:46:30.583179,M731,Parts & Supply,Delayed shipment of brake pads,Low,Port Dawn
2025-01-18 03:47:10.264915,M802,Sensor & Electrical,Faulty RFID scanner at inventory check,Medium,Lake Timothy
2025-01-26 08:35:57.517005,M196,Logistics & Storage,Barcode scanner failure in warehouse,High,South James
2025-01-31 18:27:18.038677,M171,Machinery & Equipment,Injection molding machine nozzle clog,High,Lisamouth
2025-01-09 20:23:35.309994,M844,Machinery & Equipment,Lathe machine spindle failure,High,Lake Brandyville
2025-02-13 11:28:02.139702,M691,Assembly Line,Conveyor belt misalignment,Medium,West Brianahaven
2025-02-16 07:26:03.839483,M831,Parts & Supply,Delayed shipment of brake pads,Low,Port Carrietown
2025-01-03 00:43:20.148615,M790,Assembly Line,Paint sprayer clogging,Medium,Maloneburgh
2025-01-13 12:15:47.716712,M468,Logistics & Storage,Tire storage humidity too high,High,South Sarah
2025-02-12 01:33:55.459806,M549,Assembly Line,Spot welding machine misfire,Medium,Cisnerosburgh
2025-02-25 17:49:34.391032,M713,Logistics & Storage,Inventory mismatch in parts database,Low,Fergusonborough
2025-01-25 06:34:00.308914,M869,Logistics & Storage,Inventory mismatch in parts database,Low,Mcculloughport
2025-01-09 00:51:15.667543,M564,Logistics & Storage,Forklift fuel leakage,Medium,West John
2025-02-07 00:26:25.984527,M543,Logistics & Storage,Tire storage humidity too high,High,Moraville
2025-02-23 06:39:20.649123,M529,Sensor & Electrical,Battery pack overheating in EV assembly,High,South Kimberlyland
2025-01-06 21:36:50.960035,M872,Assembly Line,Robotic arm calibration failure,High,Stacyhaven
2025-01-04 17:14:12.281632,M752,Machinery & Equipment,Injection molding machine nozzle clog,High,South Davidmouth
2025-03-03 11:02:37.537129,M133,Logistics & Storage,Inventory mismatch in parts database,Low,West Joshuaview
2025-01-09 14:44:55.016229,M433,Assembly Line,Spot welding machine misfire,Low,North Justinburgh
2025-01-31 05:47:27.019409,M305,Parts & Supply,Incorrect tire specifications received,Low,Stokesmouth
2025-01-26 06:40:39.755349,M784,Assembly Line,Spot welding machine misfire,High,Jamesmouth
2025-03-04 11:50:46.390381,M670,Assembly Line,Conveyor belt misalignment,Medium,North Samanthaberg
2025-01-13 09:52:17.807155,M873,Parts & Supply,Delayed shipment of brake pads,Low,Christopherland
2025-01-22 16:04:00.061558,M522,Logistics & Storage,Inventory mismatch in parts database,Low,New Michelle
2025-01-28 04:27:33.634225,M653,Logistics & Storage,Barcode scanner failure in warehouse,High,East Renee
2025-01-31 10:32:00.921952,M236,Machinery & Equipment,CNC machine overheating,High,North Angelachester
2025-02-18 17:06:06.015721,M687,Assembly Line,Paint sprayer clogging,Medium,New Terri
2025-01-08 03:46:07.620378,M564,Sensor & Electrical,Battery pack overheating in EV assembly,High,Katherineshire
2025-01-16 03:26:56.564290,M747,Logistics & Storage,Barcode scanner failure in warehouse,High,Richmondberg
2025-01-11 02:54:58.128139,M730,Assembly Line,Robotic arm calibration failure,High,Valenzuelaburgh
2025-02-06 06:31:41.076123,M714,Machinery & Equipment,Injection molding machine nozzle clog,Low,North Ericbury
2025-01-04 00:54:13.545543,M402,Assembly Line,Robotic arm calibration failure,High,Seanbury
2025-02-12 02:28:04.149381,M737,Machinery & Equipment,Hydraulic press pressure loss,Medium,Alexanderton
2025-02-23 13:47:58.301986,M373,Machinery & Equipment,Hydraulic press pressure loss,Medium,Fritzton
2025-01-12 23:24:29.250710,M881,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Masonport
2025-01-06 06:46:35.635036,M804,Logistics & Storage,Forklift fuel leakage,Low,South Justin
2025-01-17 21:18:20.965371,M621,Logistics & Storage,Inventory mismatch in parts database,Low,Erinfurt
2025-02-16 21:40:33.147980,M786,Parts & Supply,Defective windshield batch,Medium,Chavezborough
2025-02-03 06:46:11.657142,M696,Parts & Supply,Defective windshield batch,Medium,South Phillip
2025-02-17 12:21:22.137499,M509,Assembly Line,Paint sprayer clogging,Medium,Amandaburgh
2025-01-09 03:19:29.214454,M704,Parts & Supply,Incorrect tire specifications received,Low,Jillburgh
2025-02-06 18:01:53.869917,M651,Assembly Line,Paint sprayer clogging,Medium,Deanborough
2025-02-03 11:49:46.126202,M782,Sensor & Electrical,Battery pack overheating in EV assembly,High,Amyville
2025-01-20 21:46:26.842910,M423,Parts & Supply,Defective windshield batch,Medium,Christophershire
2025-01-09 01:22:09.043743,M773,Assembly Line,Robotic arm calibration failure,High,Jonesmouth
2025-03-02 05:40:20.454238,M726,Machinery & Equipment,Hydraulic press pressure loss,High,Fieldsside
2025-01-22 19:05:08.420636,M191,Parts & Supply,Defective windshield batch,Medium,Cooperborough
2025-01-05 15:58:26.649170,M897,Assembly Line,Conveyor belt misalignment,Medium,Millsland
2025-02-12 09:33:37.603083,M803,Assembly Line,Paint sprayer clogging,Medium,Beverlytown
2025-02-11 04:54:53.592069,M298,Parts & Supply,Defective windshield batch,Medium,New Donna
2025-03-03 08:51:20.280436,M474,Logistics & Storage,Tire storage humidity too high,Medium,Port Meganport
2025-02-01 16:52:48.670243,M792,Parts & Supply,Delayed shipment of brake pads,Low,Dicksonfurt
2025-01-12 15:41:21.813630,M612,Parts & Supply,Incorrect tire specifications received,Low,East Dominiqueside
2025-02-09 16:59:09.541167,M835,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Robinchester
2025-02-12 01:16:14.556968,M844,Parts & Supply,Incorrect tire specifications received,Low,South Scott
2025-01-19 22:08:16.910248,M980,Assembly Line,Robotic arm calibration failure,High,New Anne
2025-02-19 21:36:04.982437,M250,Assembly Line,Paint sprayer clogging,Medium,Jacksonmouth
2025-01-30 15:17:16.381340,M174,Assembly Line,Robotic arm calibration failure,High,Ericburgh
2025-01-20 20:39:45.470300,M862,Logistics & Storage,Inventory mismatch in parts database,Low,Rhondafort
2025-02-01 11:56:58.220688,M723,Sensor & Electrical,Battery pack overheating in EV assembly,High,North Jenna
2025-02-23 23:16:03.517689,M327,Parts & Supply,Defective windshield batch,Medium,Port Vanessafurt
2025-02-08 17:40:58.057859,M373,Parts & Supply,Delayed shipment of brake pads,Low,East Michaelside
2025-02-05 04:20:48.175704,M467,Assembly Line,Paint sprayer clogging,Medium,Rojasberg
2025-01-27 23:47:08.714222,M101,Sensor & Electrical,Battery pack overheating in EV assembly,High,New Sarah
2025-01-09 18:17:47.822793,M686,Machinery & Equipment,Lathe machine spindle failure,High,South Susanfurt
2025-01-08 07:58:38.950456,M689,Parts & Supply,Delayed shipment of brake pads,Low,Fosterfurt
2025-02-27 03:04:32.806226,M136,Assembly Line,Paint sprayer clogging,Medium,East Ruthhaven
2025-01-18 08:35:22.293174,M220,Assembly Line,Robotic arm calibration failure,High,Patriciaburgh
2025-01-08 09:47:58.096825,M112,Machinery & Equipment,Injection molding machine nozzle clog,Medium,Laurachester
2025-01-14 22:48:07.669762,M876,Logistics & Storage,Barcode scanner failure in warehouse,High,West Alexandermouth
2025-02-21 00:36:54.916049,M528,Logistics & Storage,Tire storage humidity too high,High,Reyesfurt
2025-02-16 03:31:12.107738,M388,Machinery & Equipment,Hydraulic press pressure loss,Medium,Justinfurt
2025-02-07 00:41:38.678309,M389,Machinery & Equipment,Injection molding machine nozzle clog,Medium,Port Troymouth
2025-01-05 01:09:52.203724,M407,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Rothfort
2025-02-04 08:21:50.166754,M519,Sensor & Electrical,Battery pack overheating in EV assembly,High,East Katherineland
2025-02-03 13:34:12.653847,M618,Machinery & Equipment,Injection molding machine nozzle clog,Low,Amandaport
2025-02-03 01:02:12.963136,M311,Parts & Supply,Delayed shipment of brake pads,Low,South Nicole
2025-02-19 08:47:38.371382,M850,Sensor & Electrical,Battery pack overheating in EV assembly,High,Shermanland
2025-01-16 22:06:51.669065,M783,Sensor & Electrical,Faulty RFID scanner at inventory check,High,Port Mariachester
2025-01-13 23:09:45.572859,M194,Logistics & Storage,Forklift fuel leakage,High,East Alison
2025-01-11 06:47:37.842896,M241,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,Williamsshire
2025-03-06 07:58:33.216677,M385,Machinery & Equipment,Injection molding machine nozzle clog,High,Romanstad
2025-01-02 10:02:50.048753,M400,Logistics & Storage,Barcode scanner failure in warehouse,High,South Timothy
2025-02-14 01:38:52.143482,M747,Assembly Line,Paint sprayer clogging,Medium,Dillonport
2025-01-29 18:01:21.235264,M210,Machinery & Equipment,Injection molding machine nozzle clog,Low,Lake Zachary
2025-01-19 20:38:52.980816,M508,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,Lewisstad
2025-02-20 14:59:42.306478,M158,Assembly Line,Conveyor belt misalignment,Medium,West Kayla
2025-01-22 22:43:56.977794,M916,Assembly Line,Paint sprayer clogging,Medium,North Timothy
2025-01-23 00:22:47.789334,M160,Sensor & Electrical,Battery pack overheating in EV assembly,High,Hensonfort
2025-01-18 11:07:11.893783,M616,Assembly Line,Conveyor belt misalignment,Medium,Brentside
2025-01-08 19:16:55.060888,M238,Machinery & Equipment,Hydraulic press pressure loss,High,East Tiffany
2025-02-14 02:20:12.372152,M599,Parts & Supply,Delayed shipment of brake pads,Low,Hillhaven
2025-01-06 09:08:17.370361,M722,Logistics & Storage,Inventory mismatch in parts database,Low,Jamestown
2025-02-02 15:38:06.625600,M619,Assembly Line,Robotic arm calibration failure,High,Jamesport
2025-01-11 02:05:24.870884,M776,Parts & Supply,Delayed shipment of brake pads,Low,South Debra
2025-01-28 15:03:52.241653,M893,Machinery & Equipment,Lathe machine spindle failure,High,West Phillip
2025-01-01 06:59:56.805112,M347,Assembly Line,Conveyor belt misalignment,Medium,East Gregory
2025-03-04 12:26:35.260477,M850,Parts & Supply,Defective windshield batch,Medium,Smithfurt
2025-01-04 14:11:34.474741,M833,Assembly Line,Paint sprayer clogging,Medium,Barneston
2025-02-20 10:32:56.070714,M977,Parts & Supply,Delayed shipment of brake pads,Low,West Taraville
2025-02-04 07:23:09.403416,M967,Logistics & Storage,Inventory mismatch in parts database,Low,Dustinbury
2025-02-18 08:03:15.138345,M669,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Port Timothy
2025-01-13 13:59:27.087693,M425,Machinery & Equipment,Hydraulic press pressure loss,Low,North Zacharyfurt
2025-01-05 03:41:59.348680,M512,Logistics & Storage,Inventory mismatch in parts database,Low,New Alexisside
2025-03-03 07:38:53.649155,M528,Parts & Supply,Engine block casting defects,High,Bellland
2025-02-19 16:04:43.373813,M624,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,South Andrewside
2025-02-22 14:00:39.938737,M663,Assembly Line,Paint sprayer clogging,Medium,South John
2025-02-16 14:39:48.915144,M976,Machinery & Equipment,Lathe machine spindle failure,High,Willisburgh
2025-02-16 11:23:51.561416,M246,Machinery & Equipment,Injection molding machine nozzle clog,Medium,Oliviamouth
2025-01-04 17:38:25.380195,M195,Logistics & Storage,Barcode scanner failure in warehouse,High,Patelborough
2025-02-19 18:38:20.248811,M137,Parts & Supply,Delayed shipment of brake pads,Low,North Mckenzieberg
2025-03-01 06:45:59.070662,M247,Machinery & Equipment,Lathe machine spindle failure,High,West Amberberg
2025-02-05 03:18:02.904650,M667,Machinery & Equipment,Injection molding machine nozzle clog,Medium,West Maryhaven
2025-01-02 11:00:26.254967,M978,Machinery & Equipment,Lathe machine spindle failure,High,New Andrew
2025-01-14 11:09:53.176674,M148,Machinery & Equipment,Injection molding machine nozzle clog,High,West Madisonshire
2025-01-20 20:53:06.427658,M571,Sensor & Electrical,Faulty RFID scanner at inventory check,High,Shannonmouth
2025-02-14 15:06:23.038965,M273,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,North Douglasmouth
2025-01-13 23:35:03.961413,M204,Sensor & Electrical,Battery pack overheating in EV assembly,High,Kellystad
2025-02-20 17:09:25.401654,M237,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,Port Stephanie
2025-01-10 21:09:12.962380,M274,Parts & Supply,Incorrect tire specifications received,Low,Reneetown
2025-02-19 12:49:51.782595,M483,Machinery & Equipment,Injection molding machine nozzle clog,Low,Alexanderville
2025-02-05 03:34:19.886760,M208,Assembly Line,Paint sprayer clogging,Medium,East Taylorville
2025-02-22 02:06:53.104566,M953,Sensor & Electrical,Faulty RFID scanner at inventory check,High,West Veronica
2025-01-02 16:12:14.750447,M562,Assembly Line,Spot welding machine misfire,Low,Rodriguezville
2025-01-20 15:12:40.754970,M880,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,Elizabethborough
2025-02-11 07:26:48.226889,M886,Sensor & Electrical,Battery pack overheating in EV assembly,High,Meghanville
2025-02-23 17:10:33.029126,M151,Sensor & Electrical,Battery pack overheating in EV assembly,High,Woodwardmouth
2025-03-03 12:41:44.462549,M194,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,Johnsonview
2025-02-24 02:19:53.643987,M601,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,Lake Molly
2025-01-08 04:23:26.848028,M383,Logistics & Storage,Tire storage humidity too high,Medium,South Tracyfort
2025-03-01 12:37:30.834397,M171,Machinery & Equipment,Hydraulic press pressure loss,Medium,Patriciahaven
2025-02-25 06:26:53.969290,M966,Assembly Line,Paint sprayer clogging,Medium,New Laurafurt
2025-01-09 06:19:27.386586,M337,Assembly Line,Robotic arm calibration failure,High,Dorseyport
2025-03-04 03:19:33.249690,M810,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Christopherburgh
2025-01-20 14:41:08.385280,M133,Machinery & Equipment,CNC machine overheating,High,North Stephaniefurt
2025-03-01 22:15:11.552131,M739,Logistics & Storage,Barcode scanner failure in warehouse,High,South Kimberlyfurt
2025-01-26 23:12:04.570891,M176,Machinery & Equipment,Hydraulic press pressure loss,High,Scottfurt
2025-01-04 08:26:29.107821,M752,Parts & Supply,Engine block casting defects,High,Lake John
2025-01-09 01:14:55.241973,M824,Machinery & Equipment,Lathe machine spindle failure,High,South Lynnfurt
2025-03-04 16:43:29.003232,M257,Logistics & Storage,Tire storage humidity too high,Medium,North Antonio
2025-03-05 15:39:56.633247,M792,Sensor & Electrical,Faulty RFID scanner at inventory check,High,Henrychester
2025-03-03 01:30:52.685451,M298,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,Christinaberg
2025-01-15 04:38:48.994733,M392,Assembly Line,Conveyor belt misalignment,Medium,Dodsontown
2025-02-01 08:56:54.157326,M657,Assembly Line,Spot welding machine misfire,Low,Edwardschester
2025-01-28 18:38:14.742735,M213,Parts & Supply,Defective windshield batch,Medium,New Jeffreychester
2025-02-28 19:14:59.552517,M214,Assembly Line,Spot welding machine misfire,Medium,Port Ashley
2025-01-21 21:24:11.277812,M211,Assembly Line,Conveyor belt misalignment,Medium,Christopherburgh
2025-02-23 18:52:33.133955,M736,Sensor & Electrical,Battery pack overheating in EV assembly,High,North Brian
2025-01-06 19:26:40.674906,M693,Parts & Supply,Delayed shipment of brake pads,Low,Tracyfort
2025-02-06 10:44:28.053994,M465,Assembly Line,Spot welding machine misfire,Medium,Martinezview
2025-02-20 07:49:02.747247,M683,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Monroeville
2025-02-14 04:34:55.486020,M255,Parts & Supply,Engine block casting defects,Low,Oscarmouth
2025-01-12 19:53:58.899154,M426,Parts & Supply,Incorrect tire specifications received,Low,Lake Margaret
2025-02-15 12:53:01.412546,M221,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,South Bradley
2025-02-20 14:20:28.349612,M429,Parts & Supply,Incorrect tire specifications received,Low,Stevenston
2025-01-08 10:38:34.647381,M130,Parts & Supply,Incorrect tire specifications received,Low,Tinaburgh
2025-02-20 06:03:42.581451,M854,Parts & Supply,Engine block casting defects,Low,North Elizabeth
2025-01-12 21:58:58.713669,M883,Assembly Line,Paint sprayer clogging,Medium,Lake Johnbury
2025-01-03 08:03:45.668499,M553,Parts & Supply,Incorrect tire specifications received,Low,Karenton
2025-02-21 23:33:27.356007,M997,Assembly Line,Spot welding machine misfire,Low,Erictown
2025-02-11 21:24:17.127304,M583,Machinery & Equipment,CNC machine overheating,High,New Robert
2025-01-22 10:24:08.586305,M291,Logistics & Storage,Tire storage humidity too high,Low,West Brent
2025-02-07 00:56:33.603496,M209,Logistics & Storage,Barcode scanner failure in warehouse,High,Peterport
2025-02-21 01:08:59.713790,M829,Parts & Supply,Engine block casting defects,High,South Joshua
2025-01-02 06:16:39.283221,M179,Parts & Supply,Delayed shipment of brake pads,Low,Michaelville
2025-01-25 18:01:49.463890,M979,Sensor & Electrical,Faulty RFID scanner at inventory check,High,South Travis
2025-01-11 05:45:53.343607,M623,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,East Edwardberg
2025-01-07 17:29:21.291289,M175,Logistics & Storage,Tire storage humidity too high,Low,North Jason
2025-01-25 12:10:29.681904,M374,Logistics & Storage,Forklift fuel leakage,Low,New Ronald
2025-02-21 02:57:04.233812,M706,Parts & Supply,Engine block casting defects,Medium,South Maria
2025-02-05 23:18:14.429565,M894,Sensor & Electrical,Electrical surge causing sensor malfunctions,Medium,Hayesfort
2025-02-04 01:20:34.503450,M862,Logistics & Storage,Barcode scanner failure in warehouse,High,Jonathanview
2025-03-04 21:46:26.879082,M879,Parts & Supply,Defective windshield batch,Medium,Port Meghanton
2025-03-06 16:15:01.495513,M910,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,Joshuaburgh
2025-01-21 13:13:01.519355,M680,Parts & Supply,Defective windshield batch,Medium,Martinezstad
2025-02-10 00:56:25.508904,M645,Assembly Line,Conveyor belt misalignment,Medium,Christophermouth
